Ensembl_ID,KEGG_ID,Modified Pathway IDs
ENSMUSG00000025196,mmu:93721,
ENSMUSG00000037887,mmu:18218,mmu04010
ENSMUSG00000037887,mmu:18218,mmu04148
ENSMUSG00000080115,mmu:100504608,
ENSMUSG00000034855,mmu:15945,mmu04060
ENSMUSG00000034855,mmu:15945,mmu04061
ENSMUSG00000034855,mmu:15945,mmu04062
ENSMUSG00000034855,mmu:15945,mmu04620
ENSMUSG00000034855,mmu:15945,mmu04622
ENSMUSG00000034855,mmu:15945,mmu04623
ENSMUSG00000034855,mmu:15945,mmu04657
ENSMUSG00000034855,mmu:15945,mmu04668
ENSMUSG00000034855,mmu:15945,mmu05160
ENSMUSG00000034855,mmu:15945,mmu05164
ENSMUSG00000034855,mmu:15945,mmu05169
ENSMUSG00000034855,mmu:15945,mmu05171
ENSMUSG00000022877,mmu:94175,
ENSMUSG00000004356,mmu:70683,
ENSMUSG00000020330,mmu:15366,mmu04512
ENSMUSG00000027490,mmu:13555,mmu01522
ENSMUSG00000027490,mmu:13555,mmu04110
ENSMUSG00000027490,mmu:13555,mmu04137
ENSMUSG00000027490,mmu:13555,mmu04218
ENSMUSG00000027490,mmu:13555,mmu04934
ENSMUSG00000027490,mmu:13555,mmu05160
ENSMUSG00000027490,mmu:13555,mmu05161
ENSMUSG00000027490,mmu:13555,mmu05163
ENSMUSG00000027490,mmu:13555,mmu05165
ENSMUSG00000027490,mmu:13555,mmu05166
ENSMUSG00000027490,mmu:13555,mmu05167
ENSMUSG00000027490,mmu:13555,mmu05169
ENSMUSG00000027490,mmu:13555,mmu05200
ENSMUSG00000027490,mmu:13555,mmu05206
ENSMUSG00000027490,mmu:13555,mmu05207
ENSMUSG00000027490,mmu:13555,mmu05212
ENSMUSG00000027490,mmu:13555,mmu05214
ENSMUSG00000027490,mmu:13555,mmu05215
ENSMUSG00000027490,mmu:13555,mmu05218
ENSMUSG00000027490,mmu:13555,mmu05219
ENSMUSG00000027490,mmu:13555,mmu05220
ENSMUSG00000027490,mmu:13555,mmu05222
ENSMUSG00000027490,mmu:13555,mmu05223
ENSMUSG00000027490,mmu:13555,mmu05224
ENSMUSG00000027490,mmu:13555,mmu05225
ENSMUSG00000027490,mmu:13555,mmu05226
ENSMUSG00000020083,mmu:69894,
ENSMUSG00000026981,mmu:16181,mmu04060
ENSMUSG00000022026,mmu:380924,
ENSMUSG00000037440,mmu:22361,mmu00770
ENSMUSG00000037440,mmu:22361,mmu01100
ENSMUSG00000071547,mmu:70021,
ENSMUSG00000028937,mmu:70025,mmu00062
ENSMUSG00000028937,mmu:70025,mmu01040
ENSMUSG00000028937,mmu:70025,mmu01100
ENSMUSG00000051262,mmu:93674,mmu00480
ENSMUSG00000051262,mmu:93674,mmu01100
ENSMUSG00000048572,mmu:226040,
ENSMUSG00000023015,mmu:26934,
ENSMUSG00000041939,mmu:17855,mmu00900
ENSMUSG00000041939,mmu:17855,mmu01100
ENSMUSG00000041939,mmu:17855,mmu04146
ENSMUSG00000019942,mmu:12534,mmu04110
ENSMUSG00000019942,mmu:12534,mmu04114
ENSMUSG00000019942,mmu:12534,mmu04115
ENSMUSG00000019942,mmu:12534,mmu04218
ENSMUSG00000019942,mmu:12534,mmu04540
ENSMUSG00000019942,mmu:12534,mmu04914
ENSMUSG00000019942,mmu:12534,mmu05170
ENSMUSG00000019942,mmu:12534,mmu05203
ENSMUSG00000028356,mmu:11699,
ENSMUSG00000032218,mmu:12442,mmu04068
ENSMUSG00000032218,mmu:12442,mmu04110
ENSMUSG00000032218,mmu:12442,mmu04114
ENSMUSG00000032218,mmu:12442,mmu04115
ENSMUSG00000032218,mmu:12442,mmu04218
ENSMUSG00000032218,mmu:12442,mmu04914
ENSMUSG00000032218,mmu:12442,mmu05166
ENSMUSG00000032218,mmu:12442,mmu05170
ENSMUSG00000027306,mmu:108907,
ENSMUSG00000028970,mmu:18669,mmu02010
ENSMUSG00000028970,mmu:18669,mmu04976
ENSMUSG00000028970,mmu:18669,mmu05206
ENSMUSG00000028970,mmu:18669,mmu05226
ENSMUSG00000042029,mmu:76044,
ENSMUSG00000000934,mmu:72960,
ENSMUSG00000072949,mmu:26897,mmu00062
ENSMUSG00000072949,mmu:26897,mmu01040
ENSMUSG00000072949,mmu:26897,mmu01100
ENSMUSG00000072949,mmu:26897,mmu04913
ENSMUSG00000070661,mmu:66825,
ENSMUSG00000023505,mmu:14793,
ENSMUSG00000032081,mmu:11814,mmu03320
ENSMUSG00000032081,mmu:11814,mmu04979
ENSMUSG00000024521,mmu:58801,mmu01524
ENSMUSG00000024521,mmu:58801,mmu04115
ENSMUSG00000024521,mmu:58801,mmu04210
ENSMUSG00000024521,mmu:58801,mmu04215
ENSMUSG00000024521,mmu:58801,mmu05200
ENSMUSG00000024521,mmu:58801,mmu05203
ENSMUSG00000024521,mmu:58801,mmu05210
ENSMUSG00000042041,mmu:69861,
ENSMUSG00000031016,mmu:22390,mmu04110
ENSMUSG00000031016,mmu:22390,mmu05170
ENSMUSG00000026683,mmu:66977,
ENSMUSG00000079262,mmu:28254,mmu04976
ENSMUSG00000031383,mmu:75590,mmu04010
ENSMUSG00000031383,mmu:75590,mmu04550
ENSMUSG00000055137,mmu:192136,
ENSMUSG00000026417,mmu:18703,mmu04672
ENSMUSG00000040258,mmu:104080,
ENSMUSG00000027323,mmu:19361,mmu03440
ENSMUSG00000027323,mmu:19361,mmu03460
ENSMUSG00000027323,mmu:19361,mmu05200
ENSMUSG00000027323,mmu:19361,mmu05212
ENSMUSG00000079553,mmu:100502766,mmu04814
ENSMUSG00000024799,mmu:73166,mmu00100
ENSMUSG00000024799,mmu:73166,mmu01100
ENSMUSG00000034163,mmu:216345,
ENSMUSG00000039824,mmu:216459,mmu04270
ENSMUSG00000039824,mmu:216459,mmu04530
ENSMUSG00000039824,mmu:216459,mmu04814
ENSMUSG00000039824,mmu:216459,mmu04921
ENSMUSG00000027223,mmu:19099,mmu04010
ENSMUSG00000033308,mmu:99586,mmu00240
ENSMUSG00000033308,mmu:99586,mmu00410
ENSMUSG00000033308,mmu:99586,mmu00770
ENSMUSG00000033308,mmu:99586,mmu00983
ENSMUSG00000033308,mmu:99586,mmu01100
ENSMUSG00000040204,mmu:68026,
ENSMUSG00000024330,mmu:12815,mmu04820
ENSMUSG00000024330,mmu:12815,mmu04974
ENSMUSG00000037773,mmu:319513,
ENSMUSG00000028678,mmu:73804,mmu04814
ENSMUSG00000026628,mmu:11910,
ENSMUSG00000030609,mmu:68048,
ENSMUSG00000033831,mmu:110135,mmu04610
ENSMUSG00000033831,mmu:110135,mmu04611
ENSMUSG00000033831,mmu:110135,mmu04613
ENSMUSG00000033831,mmu:110135,mmu05171
ENSMUSG00000034311,mmu:16571,mmu04814
ENSMUSG00000001228,mmu:18140,
ENSMUSG00000050373,mmu:101113,
ENSMUSG00000034456,mmu:243537,mmu00340
ENSMUSG00000034456,mmu:243537,mmu01100
ENSMUSG00000045273,mmu:26886,
ENSMUSG00000025650,mmu:12836,mmu04974
ENSMUSG00000030781,mmu:246787,
ENSMUSG00000046380,mmu:16469,
ENSMUSG00000028457,mmu:320571,
ENSMUSG00000003779,mmu:19348,mmu04814
ENSMUSG00000060985,mmu:214575,
ENSMUSG00000049721,mmu:53897,mmu00565
ENSMUSG00000049721,mmu:53897,mmu00600
ENSMUSG00000049721,mmu:53897,mmu01100
ENSMUSG00000006218,mmu:277743,
ENSMUSG00000045211,mmu:213484,
ENSMUSG00000030677,mmu:110033,mmu04814
ENSMUSG00000030677,mmu:110033,mmu04914
ENSMUSG00000030657,mmu:233781,mmu00532
ENSMUSG00000030657,mmu:233781,mmu00534
ENSMUSG00000030657,mmu:233781,mmu01100
ENSMUSG00000026189,mmu:111175,mmu04146
ENSMUSG00000025586,mmu:12877,mmu04114
ENSMUSG00000025586,mmu:12877,mmu04914
ENSMUSG00000031967,mmu:114896,mmu05017
ENSMUSG00000022369,mmu:105837,mmu04110
ENSMUSG00000001403,mmu:68612,mmu04120
ENSMUSG00000000811,mmu:232223,mmu00450
ENSMUSG00000000811,mmu:232223,mmu05200
ENSMUSG00000000811,mmu:232223,mmu05225
ENSMUSG00000030872,mmu:74105,mmu04142
ENSMUSG00000030867,mmu:18817,mmu04068
ENSMUSG00000030867,mmu:18817,mmu04110
ENSMUSG00000030867,mmu:18817,mmu04114
ENSMUSG00000030867,mmu:18817,mmu04914
ENSMUSG00000034394,mmu:16878,mmu04060
ENSMUSG00000034394,mmu:16878,mmu04550
ENSMUSG00000034394,mmu:16878,mmu04630
ENSMUSG00000034394,mmu:16878,mmu04668
ENSMUSG00000001517,mmu:14235,mmu04218
ENSMUSG00000028989,mmu:654812,
ENSMUSG00000026575,mmu:171567,mmu00230
ENSMUSG00000026575,mmu:171567,mmu00240
ENSMUSG00000026575,mmu:171567,mmu00983
ENSMUSG00000026575,mmu:171567,mmu01100
ENSMUSG00000026575,mmu:171567,mmu01232
ENSMUSG00000026575,mmu:171567,mmu01240
ENSMUSG00000038567,mmu:13081,mmu00100
ENSMUSG00000038567,mmu:13081,mmu01100
ENSMUSG00000038567,mmu:13081,mmu04928
ENSMUSG00000038567,mmu:13081,mmu05206
ENSMUSG00000070348,mmu:12443,mmu01522
ENSMUSG00000070348,mmu:12443,mmu04068
ENSMUSG00000070348,mmu:12443,mmu04110
ENSMUSG00000070348,mmu:12443,mmu04115
ENSMUSG00000070348,mmu:12443,mmu04151
ENSMUSG00000070348,mmu:12443,mmu04152
ENSMUSG00000070348,mmu:12443,mmu04218
ENSMUSG00000070348,mmu:12443,mmu04310
ENSMUSG00000070348,mmu:12443,mmu04340
ENSMUSG00000070348,mmu:12443,mmu04371
ENSMUSG00000070348,mmu:12443,mmu04390
ENSMUSG00000070348,mmu:12443,mmu04510
ENSMUSG00000070348,mmu:12443,mmu04530
ENSMUSG00000070348,mmu:12443,mmu04630
ENSMUSG00000070348,mmu:12443,mmu04917
ENSMUSG00000070348,mmu:12443,mmu04919
ENSMUSG00000070348,mmu:12443,mmu04921
ENSMUSG00000070348,mmu:12443,mmu04933
ENSMUSG00000070348,mmu:12443,mmu04934
ENSMUSG00000070348,mmu:12443,mmu04936
ENSMUSG00000070348,mmu:12443,mmu05160
ENSMUSG00000070348,mmu:12443,mmu05162
ENSMUSG00000070348,mmu:12443,mmu05163
ENSMUSG00000070348,mmu:12443,mmu05165
ENSMUSG00000070348,mmu:12443,mmu05166
ENSMUSG00000070348,mmu:12443,mmu05167
ENSMUSG00000070348,mmu:12443,mmu05169
ENSMUSG00000070348,mmu:12443,mmu05200
ENSMUSG00000070348,mmu:12443,mmu05203
ENSMUSG00000070348,mmu:12443,mmu05205
ENSMUSG00000070348,mmu:12443,mmu05206
ENSMUSG00000070348,mmu:12443,mmu05207
ENSMUSG00000070348,mmu:12443,mmu05210
ENSMUSG00000070348,mmu:12443,mmu05212
ENSMUSG00000070348,mmu:12443,mmu05213
ENSMUSG00000070348,mmu:12443,mmu05214
ENSMUSG00000070348,mmu:12443,mmu05215
ENSMUSG00000070348,mmu:12443,mmu05216
ENSMUSG00000070348,mmu:12443,mmu05218
ENSMUSG00000070348,mmu:12443,mmu05219
ENSMUSG00000070348,mmu:12443,mmu05220
ENSMUSG00000070348,mmu:12443,mmu05221
ENSMUSG00000070348,mmu:12443,mmu05222
ENSMUSG00000070348,mmu:12443,mmu05223
ENSMUSG00000070348,mmu:12443,mmu05224
ENSMUSG00000070348,mmu:12443,mmu05225
ENSMUSG00000070348,mmu:12443,mmu05226
ENSMUSG00000070348,mmu:12443,mmu05416
ENSMUSG00000062944,mmu:100043133,
ENSMUSG00000046179,mmu:108961,
ENSMUSG00000024962,mmu:22340,mmu04010
ENSMUSG00000024962,mmu:22340,mmu04014
ENSMUSG00000024962,mmu:22340,mmu04015
ENSMUSG00000024962,mmu:22340,mmu04020
ENSMUSG00000024962,mmu:22340,mmu04151
ENSMUSG00000024962,mmu:22340,mmu04510
ENSMUSG00000024962,mmu:22340,mmu04926
ENSMUSG00000024962,mmu:22340,mmu04933
ENSMUSG00000024962,mmu:22340,mmu05200
ENSMUSG00000037548,mmu:15000,mmu04145
ENSMUSG00000037548,mmu:15000,mmu04514
ENSMUSG00000037548,mmu:15000,mmu04612
ENSMUSG00000037548,mmu:15000,mmu04640
ENSMUSG00000037548,mmu:15000,mmu04658
ENSMUSG00000037548,mmu:15000,mmu04659
ENSMUSG00000037548,mmu:15000,mmu04672
ENSMUSG00000037548,mmu:15000,mmu04940
ENSMUSG00000037548,mmu:15000,mmu05140
ENSMUSG00000037548,mmu:15000,mmu05145
ENSMUSG00000037548,mmu:15000,mmu05150
ENSMUSG00000037548,mmu:15000,mmu05152
ENSMUSG00000037548,mmu:15000,mmu05164
ENSMUSG00000037548,mmu:15000,mmu05166
ENSMUSG00000037548,mmu:15000,mmu05168
ENSMUSG00000037548,mmu:15000,mmu05169
ENSMUSG00000037548,mmu:15000,mmu05310
ENSMUSG00000037548,mmu:15000,mmu05320
ENSMUSG00000037548,mmu:15000,mmu05321
ENSMUSG00000037548,mmu:15000,mmu05322
ENSMUSG00000037548,mmu:15000,mmu05323
ENSMUSG00000037548,mmu:15000,mmu05330
ENSMUSG00000037548,mmu:15000,mmu05332
ENSMUSG00000037548,mmu:15000,mmu05416
ENSMUSG00000031004,mmu:17345,
ENSMUSG00000015804,mmu:66999,
ENSMUSG00000033533,mmu:117147,mmu00650
ENSMUSG00000033533,mmu:117147,mmu00785
ENSMUSG00000033533,mmu:117147,mmu01100
ENSMUSG00000030801,mmu:67773,
ENSMUSG00000035790,mmu:66994,
ENSMUSG00000033068,mmu:12497,mmu00230
ENSMUSG00000033068,mmu:12497,mmu00240
ENSMUSG00000033068,mmu:12497,mmu01100
ENSMUSG00000033068,mmu:12497,mmu01232
ENSMUSG00000000028,mmu:12544,mmu04110
ENSMUSG00000022551,mmu:66445,mmu00190
ENSMUSG00000022551,mmu:66445,mmu01100
ENSMUSG00000022551,mmu:66445,mmu04260
ENSMUSG00000022551,mmu:66445,mmu04714
ENSMUSG00000022551,mmu:66445,mmu04932
ENSMUSG00000022551,mmu:66445,mmu05010
ENSMUSG00000022551,mmu:66445,mmu05012
ENSMUSG00000022551,mmu:66445,mmu05014
ENSMUSG00000022551,mmu:66445,mmu05016
ENSMUSG00000022551,mmu:66445,mmu05020
ENSMUSG00000022551,mmu:66445,mmu05022
ENSMUSG00000022551,mmu:66445,mmu05208
ENSMUSG00000022551,mmu:66445,mmu05415
ENSMUSG00000026715,mmu:11905,mmu04610
ENSMUSG00000027715,mmu:12428,mmu04110
ENSMUSG00000027715,mmu:12428,mmu04152
ENSMUSG00000027715,mmu:12428,mmu04218
ENSMUSG00000027715,mmu:12428,mmu04914
ENSMUSG00000027715,mmu:12428,mmu05161
ENSMUSG00000027715,mmu:12428,mmu05165
ENSMUSG00000027715,mmu:12428,mmu05166
ENSMUSG00000027715,mmu:12428,mmu05169
ENSMUSG00000027715,mmu:12428,mmu05200
ENSMUSG00000027715,mmu:12428,mmu05202
ENSMUSG00000027715,mmu:12428,mmu05203
ENSMUSG00000027715,mmu:12428,mmu05221
ENSMUSG00000022034,mmu:71988,mmu04110
ENSMUSG00000021932,mmu:67153,mmu03030
ENSMUSG00000013089,mmu:104156,mmu05202
ENSMUSG00000013089,mmu:104156,mmu05215
ENSMUSG00000067235,mmu:15007,mmu04144
ENSMUSG00000067235,mmu:15007,mmu04145
ENSMUSG00000067235,mmu:15007,mmu04218
ENSMUSG00000067235,mmu:15007,mmu04514
ENSMUSG00000067235,mmu:15007,mmu04612
ENSMUSG00000067235,mmu:15007,mmu04940
ENSMUSG00000067235,mmu:15007,mmu05163
ENSMUSG00000067235,mmu:15007,mmu05165
ENSMUSG00000067235,mmu:15007,mmu05166
ENSMUSG00000067235,mmu:15007,mmu05167
ENSMUSG00000067235,mmu:15007,mmu05168
ENSMUSG00000067235,mmu:15007,mmu05169
ENSMUSG00000067235,mmu:15007,mmu05170
ENSMUSG00000067235,mmu:15007,mmu05203
ENSMUSG00000067235,mmu:15007,mmu05320
ENSMUSG00000067235,mmu:15007,mmu05330
ENSMUSG00000067235,mmu:15007,mmu05332
ENSMUSG00000067235,mmu:15007,mmu05416
ENSMUSG00000004864,mmu:26415,mmu01522
ENSMUSG00000004864,mmu:26415,mmu04010
ENSMUSG00000004864,mmu:26415,mmu04015
ENSMUSG00000004864,mmu:26415,mmu04068
ENSMUSG00000004864,mmu:26415,mmu04071
ENSMUSG00000004864,mmu:26415,mmu04114
ENSMUSG00000004864,mmu:26415,mmu04148
ENSMUSG00000004864,mmu:26415,mmu04218
ENSMUSG00000004864,mmu:26415,mmu04261
ENSMUSG00000004864,mmu:26415,mmu04370
ENSMUSG00000004864,mmu:26415,mmu04380
ENSMUSG00000004864,mmu:26415,mmu04550
ENSMUSG00000004864,mmu:26415,mmu04611
ENSMUSG00000004864,mmu:26415,mmu04613
ENSMUSG00000004864,mmu:26415,mmu04620
ENSMUSG00000004864,mmu:26415,mmu04621
ENSMUSG00000004864,mmu:26415,mmu04622
ENSMUSG00000004864,mmu:26415,mmu04625
ENSMUSG00000004864,mmu:26415,mmu04657
ENSMUSG00000004864,mmu:26415,mmu04658
ENSMUSG00000004864,mmu:26415,mmu04659
ENSMUSG00000004864,mmu:26415,mmu04660
ENSMUSG00000004864,mmu:26415,mmu04664
ENSMUSG00000004864,mmu:26415,mmu04668
ENSMUSG00000004864,mmu:26415,mmu04670
ENSMUSG00000004864,mmu:26415,mmu04714
ENSMUSG00000004864,mmu:26415,mmu04722
ENSMUSG00000004864,mmu:26415,mmu04723
ENSMUSG00000004864,mmu:26415,mmu04728
ENSMUSG00000004864,mmu:26415,mmu04750
ENSMUSG00000004864,mmu:26415,mmu04912
ENSMUSG00000004864,mmu:26415,mmu04914
ENSMUSG00000004864,mmu:26415,mmu04917
ENSMUSG00000004864,mmu:26415,mmu04926
ENSMUSG00000004864,mmu:26415,mmu04932
ENSMUSG00000004864,mmu:26415,mmu04933
ENSMUSG00000004864,mmu:26415,mmu04935
ENSMUSG00000004864,mmu:26415,mmu04936
ENSMUSG00000004864,mmu:26415,mmu05014
ENSMUSG00000004864,mmu:26415,mmu05020
ENSMUSG00000004864,mmu:26415,mmu05022
ENSMUSG00000004864,mmu:26415,mmu05132
ENSMUSG00000004864,mmu:26415,mmu05133
ENSMUSG00000004864,mmu:26415,mmu05135
ENSMUSG00000004864,mmu:26415,mmu05140
ENSMUSG00000004864,mmu:26415,mmu05142
ENSMUSG00000004864,mmu:26415,mmu05145
ENSMUSG00000004864,mmu:26415,mmu05152
ENSMUSG00000004864,mmu:26415,mmu05161
ENSMUSG00000004864,mmu:26415,mmu05163
ENSMUSG00000004864,mmu:26415,mmu05167
ENSMUSG00000004864,mmu:26415,mmu05169
ENSMUSG00000004864,mmu:26415,mmu05170
ENSMUSG00000004864,mmu:26415,mmu05171
ENSMUSG00000004864,mmu:26415,mmu05205
ENSMUSG00000004864,mmu:26415,mmu05208
ENSMUSG00000004864,mmu:26415,mmu05235
ENSMUSG00000004864,mmu:26415,mmu05415
ENSMUSG00000004864,mmu:26415,mmu05417
ENSMUSG00000004864,mmu:26415,mmu05418
ENSMUSG00000036880,mmu:52538,mmu00062
ENSMUSG00000036880,mmu:52538,mmu00071
ENSMUSG00000036880,mmu:52538,mmu00280
ENSMUSG00000036880,mmu:52538,mmu01100
ENSMUSG00000036880,mmu:52538,mmu01212
ENSMUSG00000022442,mmu:319953,
ENSMUSG00000020649,mmu:20135,mmu00230
ENSMUSG00000020649,mmu:20135,mmu00240
ENSMUSG00000020649,mmu:20135,mmu00480
ENSMUSG00000020649,mmu:20135,mmu00983
ENSMUSG00000020649,mmu:20135,mmu01100
ENSMUSG00000020649,mmu:20135,mmu01232
ENSMUSG00000020649,mmu:20135,mmu04115
ENSMUSG00000030268,mmu:12035,mmu00270
ENSMUSG00000030268,mmu:12035,mmu00280
ENSMUSG00000030268,mmu:12035,mmu00290
ENSMUSG00000030268,mmu:12035,mmu00770
ENSMUSG00000030268,mmu:12035,mmu01100
ENSMUSG00000030268,mmu:12035,mmu01210
ENSMUSG00000030268,mmu:12035,mmu01230
ENSMUSG00000030268,mmu:12035,mmu01240
ENSMUSG00000079015,mmu:20702,mmu04610
ENSMUSG00000026605,mmu:108000,
ENSMUSG00000006522,mmu:16426,
ENSMUSG00000033952,mmu:12316,
ENSMUSG00000027342,mmu:18538,mmu03030
ENSMUSG00000027342,mmu:18538,mmu03410
ENSMUSG00000027342,mmu:18538,mmu03420
ENSMUSG00000027342,mmu:18538,mmu03430
ENSMUSG00000027342,mmu:18538,mmu04110
ENSMUSG00000027342,mmu:18538,mmu04530
ENSMUSG00000027342,mmu:18538,mmu05161
ENSMUSG00000040865,mmu:227195,mmu03082
ENSMUSG00000054630,mmu:22238,mmu00040
ENSMUSG00000054630,mmu:22238,mmu00053
ENSMUSG00000054630,mmu:22238,mmu00140
ENSMUSG00000054630,mmu:22238,mmu00830
ENSMUSG00000054630,mmu:22238,mmu00860
ENSMUSG00000054630,mmu:22238,mmu00980
ENSMUSG00000054630,mmu:22238,mmu00982
ENSMUSG00000054630,mmu:22238,mmu00983
ENSMUSG00000054630,mmu:22238,mmu01100
ENSMUSG00000054630,mmu:22238,mmu01240
ENSMUSG00000054630,mmu:22238,mmu04976
ENSMUSG00000054630,mmu:22238,mmu05204
ENSMUSG00000054630,mmu:22238,mmu05207
ENSMUSG00000017499,mmu:23834,mmu04110
ENSMUSG00000017499,mmu:23834,mmu05207
ENSMUSG00000055632,mmu:665700,
ENSMUSG00000010067,mmu:56289,mmu04014
ENSMUSG00000010067,mmu:56289,mmu04390
ENSMUSG00000010067,mmu:56289,mmu04392
ENSMUSG00000010067,mmu:56289,mmu05200
ENSMUSG00000010067,mmu:56289,mmu05206
ENSMUSG00000010067,mmu:56289,mmu05219
ENSMUSG00000010067,mmu:56289,mmu05223
ENSMUSG00000108084,mmu:666105,
ENSMUSG00000041859,mmu:17215,mmu03030
ENSMUSG00000041859,mmu:17215,mmu04110
ENSMUSG00000002409,mmu:13549,
ENSMUSG00000039710,mmu:140918,
ENSMUSG00000003051,mmu:13710,
ENSMUSG00000044254,mmu:100102,mmu04979
ENSMUSG00000071226,mmu:330409,mmu03082
ENSMUSG00000034412,mmu:103724,
ENSMUSG00000029414,mmu:208628,
ENSMUSG00000029596,mmu:257635,mmu00260
ENSMUSG00000029596,mmu:257635,mmu00270
ENSMUSG00000029596,mmu:257635,mmu00290
ENSMUSG00000029596,mmu:257635,mmu01100
ENSMUSG00000029596,mmu:257635,mmu01200
ENSMUSG00000029596,mmu:257635,mmu01230
ENSMUSG00000005681,mmu:11807,mmu03320
ENSMUSG00000005681,mmu:11807,mmu04979
ENSMUSG00000015401,mmu:57394,
ENSMUSG00000056394,mmu:16881,mmu03030
ENSMUSG00000056394,mmu:16881,mmu03410
ENSMUSG00000056394,mmu:16881,mmu03420
ENSMUSG00000056394,mmu:16881,mmu03430
ENSMUSG00000031722,mmu:15439,
ENSMUSG00000028496,mmu:70122,mmu03250
ENSMUSG00000028496,mmu:70122,mmu05202
ENSMUSG00000038943,mmu:233406,
ENSMUSG00000024391,mmu:55938,
ENSMUSG00000073418,mmu:12268,mmu04610
ENSMUSG00000073418,mmu:12268,mmu04936
ENSMUSG00000073418,mmu:12268,mmu05133
ENSMUSG00000073418,mmu:12268,mmu05150
ENSMUSG00000073418,mmu:12268,mmu05171
ENSMUSG00000073418,mmu:12268,mmu05322
ENSMUSG00000022214,mmu:28199,
ENSMUSG00000028212,mmu:12448,mmu04110
ENSMUSG00000028212,mmu:12448,mmu04114
ENSMUSG00000028212,mmu:12448,mmu04115
ENSMUSG00000028212,mmu:12448,mmu04151
ENSMUSG00000028212,mmu:12448,mmu04218
