Ensembl_ID,KEGG_ID,Modified Pathway IDs
ENSMUSG00000022304,mmu:64705,mmu00770
ENSMUSG00000022304,mmu:64705,mmu00983
ENSMUSG00000022304,mmu:64705,mmu01100
ENSMUSG00000039183,mmu:26426,
ENSMUSG00000032171,mmu:23988,mmu03250
ENSMUSG00000032171,mmu:23988,mmu04622
ENSMUSG00000022978,mmu:66578,
ENSMUSG00000027496,mmu:20878,mmu04114
ENSMUSG00000027496,mmu:20878,mmu04914
ENSMUSG00000037857,mmu:68564,
ENSMUSG00000024164,mmu:12266,mmu04080
ENSMUSG00000024164,mmu:12266,mmu04145
ENSMUSG00000024164,mmu:12266,mmu04610
ENSMUSG00000024164,mmu:12266,mmu04613
ENSMUSG00000024164,mmu:12266,mmu04936
ENSMUSG00000024164,mmu:12266,mmu05133
ENSMUSG00000024164,mmu:12266,mmu05134
ENSMUSG00000024164,mmu:12266,mmu05140
ENSMUSG00000024164,mmu:12266,mmu05142
ENSMUSG00000024164,mmu:12266,mmu05150
ENSMUSG00000024164,mmu:12266,mmu05152
ENSMUSG00000024164,mmu:12266,mmu05167
ENSMUSG00000024164,mmu:12266,mmu05168
ENSMUSG00000024164,mmu:12266,mmu05171
ENSMUSG00000024164,mmu:12266,mmu05203
ENSMUSG00000024164,mmu:12266,mmu05322
ENSMUSG00000039620,mmu:319582,
ENSMUSG00000030004,mmu:68396,mmu00480
ENSMUSG00000030004,mmu:68396,mmu01100
ENSMUSG00000078853,mmu:16145,mmu05145
ENSMUSG00000022437,mmu:68653,mmu04137
ENSMUSG00000040562,mmu:14863,mmu00480
ENSMUSG00000040562,mmu:14863,mmu00980
ENSMUSG00000040562,mmu:14863,mmu00982
ENSMUSG00000040562,mmu:14863,mmu00983
ENSMUSG00000040562,mmu:14863,mmu01100
ENSMUSG00000040562,mmu:14863,mmu01524
ENSMUSG00000040562,mmu:14863,mmu05200
ENSMUSG00000040562,mmu:14863,mmu05204
ENSMUSG00000040562,mmu:14863,mmu05207
ENSMUSG00000040562,mmu:14863,mmu05208
ENSMUSG00000040562,mmu:14863,mmu05225
ENSMUSG00000040562,mmu:14863,mmu05418
ENSMUSG00000027239,mmu:17242,
ENSMUSG00000027959,mmu:72776,
ENSMUSG00000024301,mmu:16580,mmu04814
ENSMUSG00000055430,mmu:58243,
ENSMUSG00000015880,mmu:54392,
ENSMUSG00000050714,mmu:320633,
ENSMUSG00000074818,mmu:100503041,
ENSMUSG00000058135,mmu:14862,mmu00480
ENSMUSG00000058135,mmu:14862,mmu00980
ENSMUSG00000058135,mmu:14862,mmu00982
ENSMUSG00000058135,mmu:14862,mmu00983
ENSMUSG00000058135,mmu:14862,mmu01100
ENSMUSG00000058135,mmu:14862,mmu01524
ENSMUSG00000058135,mmu:14862,mmu05200
ENSMUSG00000058135,mmu:14862,mmu05204
ENSMUSG00000058135,mmu:14862,mmu05207
ENSMUSG00000058135,mmu:14862,mmu05208
ENSMUSG00000058135,mmu:14862,mmu05225
ENSMUSG00000058135,mmu:14862,mmu05418
ENSMUSG00000018581,mmu:13411,mmu04814
ENSMUSG00000018581,mmu:13411,mmu05014
ENSMUSG00000018581,mmu:13411,mmu05016
ENSMUSG00000018581,mmu:13411,mmu05022
ENSMUSG00000036430,mmu:72726,
ENSMUSG00000037509,mmu:226970,mmu04810
ENSMUSG00000015090,mmu:19215,mmu00590
ENSMUSG00000015090,mmu:19215,mmu01100
ENSMUSG00000056458,mmu:26448,
ENSMUSG00000041241,mmu:68350,mmu04137
ENSMUSG00000071708,mmu:20603,mmu00270
ENSMUSG00000071708,mmu:20603,mmu00330
ENSMUSG00000071708,mmu:20603,mmu00480
ENSMUSG00000071708,mmu:20603,mmu01100
ENSMUSG00000027244,mmu:51897,mmu04136
ENSMUSG00000027244,mmu:51897,mmu04140
ENSMUSG00000027244,mmu:51897,mmu04211
ENSMUSG00000027244,mmu:51897,mmu05010
ENSMUSG00000027244,mmu:51897,mmu05014
ENSMUSG00000027244,mmu:51897,mmu05016
ENSMUSG00000027244,mmu:51897,mmu05017
ENSMUSG00000027244,mmu:51897,mmu05022
ENSMUSG00000024742,mmu:14156,mmu03030
ENSMUSG00000024742,mmu:14156,mmu03410
ENSMUSG00000024742,mmu:14156,mmu03450
ENSMUSG00000019297,mmu:67842,
ENSMUSG00000033031,mmu:224171,
ENSMUSG00000048755,mmu:223722,mmu00061
ENSMUSG00000048755,mmu:223722,mmu01100
ENSMUSG00000048755,mmu:223722,mmu01212
ENSMUSG00000036944,mmu:213068,
ENSMUSG00000049672,mmu:22666,
ENSMUSG00000037847,mmu:225994,mmu00760
ENSMUSG00000037847,mmu:225994,mmu01100
ENSMUSG00000041731,mmu:226041,
ENSMUSG00000040339,mmu:329739,
ENSMUSG00000010048,mmu:15983,
ENSMUSG00000047797,mmu:14618,
ENSMUSG00000037278,mmu:69071,mmu04080
ENSMUSG00000025279,mmu:13421,
ENSMUSG00000037989,mmu:75607,mmu04928
ENSMUSG00000034570,mmu:170835,mmu00562
ENSMUSG00000034570,mmu:170835,mmu01100
ENSMUSG00000056899,mmu:93757,mmu03060
ENSMUSG00000005981,mmu:68015,mmu05012
ENSMUSG00000005981,mmu:68015,mmu05022
ENSMUSG00000052131,mmu:11997,mmu00040
ENSMUSG00000052131,mmu:11997,mmu00051
ENSMUSG00000052131,mmu:11997,mmu00052
ENSMUSG00000052131,mmu:11997,mmu00561
ENSMUSG00000052131,mmu:11997,mmu00790
ENSMUSG00000052131,mmu:11997,mmu01100
ENSMUSG00000078681,mmu:68634,
ENSMUSG00000007415,mmu:67210,
ENSMUSG00000047821,mmu:94092,
ENSMUSG00000078597,mmu:13118,mmu00071
ENSMUSG00000078597,mmu:13118,mmu00590
ENSMUSG00000078597,mmu:13118,mmu00830
ENSMUSG00000078597,mmu:13118,mmu01100
ENSMUSG00000078597,mmu:13118,mmu03320
ENSMUSG00000078597,mmu:13118,mmu04270
ENSMUSG00000078597,mmu:13118,mmu04750
ENSMUSG00000051413,mmu:54711,
ENSMUSG00000035878,mmu:235386,mmu00310
ENSMUSG00000035878,mmu:235386,mmu01100
ENSMUSG00000060802,mmu:12010,mmu04612
ENSMUSG00000060802,mmu:12010,mmu05163
ENSMUSG00000060802,mmu:12010,mmu05166
ENSMUSG00000060802,mmu:12010,mmu05168
ENSMUSG00000060802,mmu:12010,mmu05169
ENSMUSG00000060802,mmu:12010,mmu05170
ENSMUSG00000072889,mmu:100978,
ENSMUSG00000047534,mmu:217653,
ENSMUSG00000034930,mmu:20166,
ENSMUSG00000043091,mmu:22146,mmu04145
ENSMUSG00000043091,mmu:22146,mmu04210
ENSMUSG00000043091,mmu:22146,mmu04530
ENSMUSG00000043091,mmu:22146,mmu04540
ENSMUSG00000043091,mmu:22146,mmu04814
ENSMUSG00000043091,mmu:22146,mmu05010
ENSMUSG00000043091,mmu:22146,mmu05012
ENSMUSG00000043091,mmu:22146,mmu05014
ENSMUSG00000043091,mmu:22146,mmu05016
ENSMUSG00000043091,mmu:22146,mmu05020
ENSMUSG00000043091,mmu:22146,mmu05022
ENSMUSG00000043091,mmu:22146,mmu05132
ENSMUSG00000020897,mmu:20877,mmu03083
ENSMUSG00000020897,mmu:20877,mmu04110
ENSMUSG00000044847,mmu:72290,
ENSMUSG00000068877,mmu:20342,mmu00920
ENSMUSG00000068877,mmu:20342,mmu01100
ENSMUSG00000040767,mmu:78372,
ENSMUSG00000032047,mmu:110446,mmu00071
ENSMUSG00000032047,mmu:110446,mmu00280
ENSMUSG00000032047,mmu:110446,mmu00310
ENSMUSG00000032047,mmu:110446,mmu00380
ENSMUSG00000032047,mmu:110446,mmu00620
ENSMUSG00000032047,mmu:110446,mmu00630
ENSMUSG00000032047,mmu:110446,mmu00650
ENSMUSG00000032047,mmu:110446,mmu00900
ENSMUSG00000032047,mmu:110446,mmu01100
ENSMUSG00000032047,mmu:110446,mmu01200
ENSMUSG00000032047,mmu:110446,mmu01212
ENSMUSG00000032047,mmu:110446,mmu04975
ENSMUSG00000026520,mmu:69051,mmu00330
ENSMUSG00000026520,mmu:69051,mmu01100
ENSMUSG00000026520,mmu:69051,mmu01230
ENSMUSG00000053297,mmu:243373,
ENSMUSG00000019966,mmu:17311,mmu04010
ENSMUSG00000019966,mmu:17311,mmu04014
ENSMUSG00000019966,mmu:17311,mmu04015
ENSMUSG00000019966,mmu:17311,mmu04072
ENSMUSG00000019966,mmu:17311,mmu04151
ENSMUSG00000019966,mmu:17311,mmu04640
ENSMUSG00000019966,mmu:17311,mmu04916
ENSMUSG00000019966,mmu:17311,mmu05200
ENSMUSG00000026280,mmu:66615,mmu04136
ENSMUSG00000026280,mmu:66615,mmu04140
ENSMUSG00000066900,mmu:71954,
ENSMUSG00000042632,mmu:53357,mmu00564
ENSMUSG00000042632,mmu:53357,mmu00565
ENSMUSG00000042632,mmu:53357,mmu00590
ENSMUSG00000042632,mmu:53357,mmu00591
ENSMUSG00000042632,mmu:53357,mmu00592
ENSMUSG00000042632,mmu:53357,mmu01100
ENSMUSG00000042632,mmu:53357,mmu04014
ENSMUSG00000042632,mmu:53357,mmu04148
ENSMUSG00000042632,mmu:53357,mmu04270
ENSMUSG00000042632,mmu:53357,mmu04666
ENSMUSG00000042632,mmu:53357,mmu04750
ENSMUSG00000026730,mmu:19212,
ENSMUSG00000018322,mmu:67145,
ENSMUSG00000022387,mmu:223770,
ENSMUSG00000027831,mmu:72789,
ENSMUSG00000052914,mmu:13110,mmu00590
ENSMUSG00000052914,mmu:13110,mmu00591
ENSMUSG00000052914,mmu:13110,mmu01100
ENSMUSG00000052914,mmu:13110,mmu04726
ENSMUSG00000052914,mmu:13110,mmu04750
ENSMUSG00000052914,mmu:13110,mmu04913
ENSMUSG00000052914,mmu:13110,mmu05417
ENSMUSG00000021423,mmu:17084,
ENSMUSG00000026798,mmu:227683,
ENSMUSG00000027752,mmu:69639,mmu03018
ENSMUSG00000003438,mmu:66525,
ENSMUSG00000056708,mmu:15939,
ENSMUSG00000079550,mmu:227157,mmu04530
ENSMUSG00000013593,mmu:226646,mmu00190
ENSMUSG00000013593,mmu:226646,mmu01100
ENSMUSG00000013593,mmu:226646,mmu04714
ENSMUSG00000013593,mmu:226646,mmu04723
ENSMUSG00000013593,mmu:226646,mmu04932
ENSMUSG00000013593,mmu:226646,mmu05010
ENSMUSG00000013593,mmu:226646,mmu05012
ENSMUSG00000013593,mmu:226646,mmu05014
ENSMUSG00000013593,mmu:226646,mmu05016
ENSMUSG00000013593,mmu:226646,mmu05020
ENSMUSG00000013593,mmu:226646,mmu05022
ENSMUSG00000013593,mmu:226646,mmu05208
ENSMUSG00000013593,mmu:226646,mmu05415
ENSMUSG00000037313,mmu:21335,
ENSMUSG00000018427,mmu:77864,
ENSMUSG00000022557,mmu:12181,
ENSMUSG00000022033,mmu:52033,
ENSMUSG00000025317,mmu:12352,mmu00910
ENSMUSG00000025317,mmu:12352,mmu01100
ENSMUSG00000020424,mmu:71962,mmu04150
ENSMUSG00000025575,mmu:76025,mmu00230
ENSMUSG00000025575,mmu:76025,mmu00240
ENSMUSG00000025575,mmu:76025,mmu01100
ENSMUSG00000025575,mmu:76025,mmu01232
ENSMUSG00000038240,mmu:71365,mmu00900
ENSMUSG00000019578,mmu:66530,mmu04141
ENSMUSG00000033054,mmu:244879,
ENSMUSG00000028798,mmu:54709,
ENSMUSG00000036086,mmu:226409,
ENSMUSG00000020836,mmu:216961,
ENSMUSG00000022587,mmu:17069,
ENSMUSG00000039660,mmu:227695,
ENSMUSG00000025150,mmu:12409,mmu00590
ENSMUSG00000025150,mmu:12409,mmu00980
ENSMUSG00000025150,mmu:12409,mmu01100
ENSMUSG00000040183,mmu:140577,
ENSMUSG00000028195,mmu:16007,
ENSMUSG00000030359,mmu:11287,
ENSMUSG00000000489,mmu:18591,mmu01521
ENSMUSG00000000489,mmu:18591,mmu04010
ENSMUSG00000000489,mmu:18591,mmu04014
ENSMUSG00000000489,mmu:18591,mmu04015
ENSMUSG00000000489,mmu:18591,mmu04020
ENSMUSG00000000489,mmu:18591,mmu04072
ENSMUSG00000000489,mmu:18591,mmu04151
ENSMUSG00000000489,mmu:18591,mmu04510
ENSMUSG00000000489,mmu:18591,mmu04540
ENSMUSG00000000489,mmu:18591,mmu04630
ENSMUSG00000000489,mmu:18591,mmu04810
ENSMUSG00000000489,mmu:18591,mmu05167
ENSMUSG00000000489,mmu:18591,mmu05200
ENSMUSG00000000489,mmu:18591,mmu05206
ENSMUSG00000000489,mmu:18591,mmu05211
ENSMUSG00000000489,mmu:18591,mmu05214
ENSMUSG00000000489,mmu:18591,mmu05215
ENSMUSG00000000489,mmu:18591,mmu05218
ENSMUSG00000000489,mmu:18591,mmu05231
ENSMUSG00000000489,mmu:18591,mmu05418
ENSMUSG00000078607,mmu:69066,
ENSMUSG00000026858,mmu:108958,
ENSMUSG00000022893,mmu:11504,
ENSMUSG00000043445,mmu:67078,mmu00630
ENSMUSG00000043445,mmu:67078,mmu01100
ENSMUSG00000043445,mmu:67078,mmu01200
ENSMUSG00000048707,mmu:97031,
ENSMUSG00000034906,mmu:215387,
ENSMUSG00000052738,mmu:56451,mmu00020
ENSMUSG00000052738,mmu:56451,mmu00640
ENSMUSG00000052738,mmu:56451,mmu01100
ENSMUSG00000052738,mmu:56451,mmu01200
ENSMUSG00000072082,mmu:12449,
ENSMUSG00000006574,mmu:20533,mmu04966
ENSMUSG00000018899,mmu:16362,mmu04625
ENSMUSG00000018899,mmu:16362,mmu04668
ENSMUSG00000018899,mmu:16362,mmu04917
ENSMUSG00000018899,mmu:16362,mmu05133
ENSMUSG00000018899,mmu:16362,mmu05165
ENSMUSG00000044934,mmu:238673,
ENSMUSG00000022009,mmu:27275,
ENSMUSG00000030763,mmu:30949,
ENSMUSG00000027242,mmu:241627,
ENSMUSG00000007613,mmu:21812,mmu04010
ENSMUSG00000007613,mmu:21812,mmu04060
ENSMUSG00000007613,mmu:21812,mmu04068
ENSMUSG00000007613,mmu:21812,mmu04144
ENSMUSG00000007613,mmu:21812,mmu04218
ENSMUSG00000007613,mmu:21812,mmu04350
ENSMUSG00000007613,mmu:21812,mmu04371
ENSMUSG00000007613,mmu:21812,mmu04380
ENSMUSG00000007613,mmu:21812,mmu04390
ENSMUSG00000007613,mmu:21812,mmu04520
ENSMUSG00000007613,mmu:21812,mmu04659
ENSMUSG00000007613,mmu:21812,mmu04926
ENSMUSG00000007613,mmu:21812,mmu04933
ENSMUSG00000007613,mmu:21812,mmu05142
ENSMUSG00000007613,mmu:21812,mmu05161
ENSMUSG00000007613,mmu:21812,mmu05166
ENSMUSG00000007613,mmu:21812,mmu05200
ENSMUSG00000007613,mmu:21812,mmu05210
ENSMUSG00000007613,mmu:21812,mmu05212
ENSMUSG00000007613,mmu:21812,mmu05220
ENSMUSG00000007613,mmu:21812,mmu05225
ENSMUSG00000007613,mmu:21812,mmu05226
ENSMUSG00000007613,mmu:21812,mmu05415
ENSMUSG00000045095,mmu:14924,mmu04015
ENSMUSG00000045095,mmu:14924,mmu04151
ENSMUSG00000045095,mmu:14924,mmu04530
ENSMUSG00000045095,mmu:14924,mmu05165
ENSMUSG00000021065,mmu:53618,mmu00510
ENSMUSG00000021065,mmu:53618,mmu00513
ENSMUSG00000021065,mmu:53618,mmu00533
ENSMUSG00000021065,mmu:53618,mmu01100
ENSMUSG00000021065,mmu:53618,mmu05202
ENSMUSG00000024640,mmu:107272,mmu00260
ENSMUSG00000024640,mmu:107272,mmu00270
ENSMUSG00000024640,mmu:107272,mmu00750
ENSMUSG00000024640,mmu:107272,mmu01100
ENSMUSG00000024640,mmu:107272,mmu01200
ENSMUSG00000024640,mmu:107272,mmu01230
ENSMUSG00000024640,mmu:107272,mmu01240
ENSMUSG00000022021,mmu:56419,mmu04810
ENSMUSG00000022021,mmu:56419,mmu04820
ENSMUSG00000037649,mmu:14998,mmu04145
ENSMUSG00000037649,mmu:14998,mmu04514
ENSMUSG00000037649,mmu:14998,mmu04612
ENSMUSG00000037649,mmu:14998,mmu04640
ENSMUSG00000037649,mmu:14998,mmu04658
ENSMUSG00000037649,mmu:14998,mmu04659
ENSMUSG00000037649,mmu:14998,mmu04672
ENSMUSG00000037649,mmu:14998,mmu04940
ENSMUSG00000037649,mmu:14998,mmu05140
ENSMUSG00000037649,mmu:14998,mmu05145
ENSMUSG00000037649,mmu:14998,mmu05150
ENSMUSG00000037649,mmu:14998,mmu05152
ENSMUSG00000037649,mmu:14998,mmu05164
ENSMUSG00000037649,mmu:14998,mmu05166
ENSMUSG00000037649,mmu:14998,mmu05168
ENSMUSG00000037649,mmu:14998,mmu05169
ENSMUSG00000037649,mmu:14998,mmu05310
ENSMUSG00000037649,mmu:14998,mmu05320
ENSMUSG00000037649,mmu:14998,mmu05321
ENSMUSG00000037649,mmu:14998,mmu05322
ENSMUSG00000037649,mmu:14998,mmu05323
ENSMUSG00000037649,mmu:14998,mmu05330
ENSMUSG00000037649,mmu:14998,mmu05332
ENSMUSG00000037649,mmu:14998,mmu05416
ENSMUSG00000027649,mmu:66642,mmu03040
ENSMUSG00000029627,mmu:67235,
ENSMUSG00000057933,mmu:14858,mmu00480
ENSMUSG00000057933,mmu:14858,mmu00980
ENSMUSG00000057933,mmu:14858,mmu00982
ENSMUSG00000057933,mmu:14858,mmu00983
ENSMUSG00000057933,mmu:14858,mmu01100
ENSMUSG00000057933,mmu:14858,mmu01524
ENSMUSG00000057933,mmu:14858,mmu05200
ENSMUSG00000057933,mmu:14858,mmu05204
ENSMUSG00000057933,mmu:14858,mmu05207
ENSMUSG00000057933,mmu:14858,mmu05208
ENSMUSG00000057933,mmu:14858,mmu05225
ENSMUSG00000057933,mmu:14858,mmu05418
ENSMUSG00000039396,mmu:234258,mmu03410
ENSMUSG00000047044,mmu:225995,
ENSMUSG00000038060,mmu:320256,
ENSMUSG00000030086,mmu:66098,
ENSMUSG00000024713,mmu:18552,
ENSMUSG00000025277,mmu:66082,mmu04723
ENSMUSG00000024056,mmu:67052,mmu04110
ENSMUSG00000020549,mmu:68626,
ENSMUSG00000021650,mmu:68927,
ENSMUSG00000030269,mmu:97287,mmu00562
ENSMUSG00000030269,mmu:97287,mmu01100
ENSMUSG00000030269,mmu:97287,mmu04070
ENSMUSG00000030269,mmu:97287,mmu04140
ENSMUSG00000021494,mmu:72935,mmu04623
ENSMUSG00000028270,mmu:14469,mmu04621
ENSMUSG00000025790,mmu:108116,
ENSMUSG00000027371,mmu:68126,
ENSMUSG00000018362,mmu:16647,mmu03013
ENSMUSG00000018362,mmu:16647,mmu05164
ENSMUSG00000018362,mmu:16647,mmu05207
ENSMUSG00000021209,mmu:74521,
ENSMUSG00000047656,mmu:107328,
ENSMUSG00000029687,mmu:14056,mmu00310
ENSMUSG00000029687,mmu:14056,mmu01100
ENSMUSG00000029687,mmu:14056,mmu03083
ENSMUSG00000029687,mmu:14056,mmu05206
ENSMUSG00000025171,mmu:226122,
ENSMUSG00000035399,mmu:66680,
ENSMUSG00000110277,mmu:108168395,mmu05168
ENSMUSG00000054072,mmu:60440,
ENSMUSG00000004473,mmu:20256,
ENSMUSG00000073555,mmu:240327,
ENSMUSG00000031029,mmu:66085,
ENSMUSG00000051378,mmu:70218,mmu04814
ENSMUSG00000039953,mmu:65945,
ENSMUSG00000029177,mmu:12615,
ENSMUSG00000005716,mmu:19293,
ENSMUSG00000026491,mmu:226747,mmu03013
ENSMUSG00000062248,mmu:66197,mmu05200
ENSMUSG00000062248,mmu:66197,mmu05222
ENSMUSG00000035775,mmu:66809,mmu04915
ENSMUSG00000035775,mmu:66809,mmu05150
ENSMUSG00000019977,mmu:56422,mmu03015
ENSMUSG00000019977,mmu:56422,mmu05134
ENSMUSG00000025512,mmu:68038,
ENSMUSG00000059406,mmu:432478,
ENSMUSG00000030978,mmu:20133,mmu00230
ENSMUSG00000030978,mmu:20133,mmu00240
ENSMUSG00000030978,mmu:20133,mmu00480
ENSMUSG00000030978,mmu:20133,mmu00983
ENSMUSG00000030978,mmu:20133,mmu01100
ENSMUSG00000030978,mmu:20133,mmu01232
ENSMUSG00000035478,mmu:17192,mmu03082
ENSMUSG00000020273,mmu:216578,mmu03015
ENSMUSG00000000296,mmu:21987,
ENSMUSG00000019082,mmu:68267,
ENSMUSG00000029060,mmu:76580,mmu05417
ENSMUSG00000043572,mmu:230577,mmu00970
ENSMUSG00000052229,mmu:574402,
ENSMUSG00000034032,mmu:68925,
ENSMUSG00000056498,mmu:320782,
ENSMUSG00000024339,mmu:21355,mmu02010
ENSMUSG00000024339,mmu:21355,mmu04145
ENSMUSG00000024339,mmu:21355,mmu04612
ENSMUSG00000024339,mmu:21355,mmu05163
ENSMUSG00000024339,mmu:21355,mmu05168
ENSMUSG00000024339,mmu:21355,mmu05169
ENSMUSG00000024339,mmu:21355,mmu05170
ENSMUSG00000024339,mmu:21355,mmu05340
ENSMUSG00000004270,mmu:14792,mmu00564
ENSMUSG00000004270,mmu:14792,mmu04216
ENSMUSG00000019989,mmu:209558,mmu00230
ENSMUSG00000019989,mmu:209558,mmu00240
ENSMUSG00000019989,mmu:209558,mmu00500
ENSMUSG00000019989,mmu:209558,mmu00740
ENSMUSG00000019989,mmu:209558,mmu00760
ENSMUSG00000019989,mmu:209558,mmu00770
ENSMUSG00000019989,mmu:209558,mmu01100
ENSMUSG00000019989,mmu:209558,mmu01232
ENSMUSG00000024525,mmu:114663,mmu00562
ENSMUSG00000024525,mmu:114663,mmu01100
ENSMUSG00000024525,mmu:114663,mmu04070
ENSMUSG00000002108,mmu:22259,mmu03320
ENSMUSG00000002108,mmu:22259,mmu04148
ENSMUSG00000002108,mmu:22259,mmu04931
ENSMUSG00000002108,mmu:22259,mmu04932
ENSMUSG00000002108,mmu:22259,mmu05160
ENSMUSG00000075704,mmu:26462,mmu00450
ENSMUSG00000075704,mmu:26462,mmu05200
ENSMUSG00000075704,mmu:26462,mmu05225
ENSMUSG00000002233,mmu:11853,
ENSMUSG00000035726,mmu:114741,
ENSMUSG00000033676,mmu:14402,mmu04080
ENSMUSG00000033676,mmu:14402,mmu04723
ENSMUSG00000033676,mmu:14402,mmu04726
ENSMUSG00000033676,mmu:14402,mmu04727
ENSMUSG00000033676,mmu:14402,mmu05032
ENSMUSG00000033676,mmu:14402,mmu05033
ENSMUSG00000008855,mmu:15184,mmu04371
ENSMUSG00000008855,mmu:15184,mmu04613
ENSMUSG00000008855,mmu:15184,mmu05034
ENSMUSG00000008855,mmu:15184,mmu05203
ENSMUSG00000008855,mmu:15184,mmu05206
ENSMUSG00000068227,mmu:16185,mmu04060
ENSMUSG00000068227,mmu:16185,mmu04061
ENSMUSG00000068227,mmu:16185,mmu04144
ENSMUSG00000068227,mmu:16185,mmu04151
ENSMUSG00000068227,mmu:16185,mmu04630
ENSMUSG00000068227,mmu:16185,mmu04658
ENSMUSG00000068227,mmu:16185,mmu04659
ENSMUSG00000068227,mmu:16185,mmu05162
ENSMUSG00000068227,mmu:16185,mmu05166
ENSMUSG00000068227,mmu:16185,mmu05200
ENSMUSG00000068227,mmu:16185,mmu05202
ENSMUSG00000053898,mmu:51798,mmu04146
ENSMUSG00000030030,mmu:71837,
ENSMUSG00000051517,mmu:230098,
ENSMUSG00000026873,mmu:74016,mmu03083
ENSMUSG00000024989,mmu:74107,
ENSMUSG00000037669,mmu:68832,
ENSMUSG00000022951,mmu:54720,mmu04919
ENSMUSG00000022951,mmu:54720,mmu04921
ENSMUSG00000022951,mmu:54720,mmu05167
ENSMUSG00000044950,mmu:70802,
ENSMUSG00000031930,mmu:66894,mmu04120
ENSMUSG00000025059,mmu:14933,mmu00561
ENSMUSG00000025059,mmu:14933,mmu01100
ENSMUSG00000025059,mmu:14933,mmu03320
ENSMUSG00000032532,mmu:12424,mmu04080
ENSMUSG00000032532,mmu:12424,mmu04911
ENSMUSG00000032532,mmu:12424,mmu04972
